image_path,true_label,true_label_name,predicted_label,predicted_label_name,confidence,stage_distance,error_type,note
d:\Computer Vision CW\data\val/2/1140_left-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.5592,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/12676_right-600-FA.jpg,1,Mild NPDR,2,Moderate NPDR,0.5586,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/27057_left-600.jpg,1,Mild NPDR,0,No DR,0.5585,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/39175_right-600.jpg,0,No DR,1,Mild NPDR,0.558,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/6670_right-600-ALL.jpg,2,Moderate NPDR,1,Mild NPDR,0.5575,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/36864_left-600.jpg,0,No DR,1,Mild NPDR,0.5567,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/494fc9c745a3-GF-600-FS.jpg,1,Mild NPDR,2,Moderate NPDR,0.5567,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/40532_right-600.jpg,0,No DR,1,Mild NPDR,0.5566,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/1257_left-600.jpg,0,No DR,1,Mild NPDR,0.555,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/3/21796_left-600-HF.jpg,3,Severe NPDR,4,Proliferative DR,0.5546,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/4334_right-600.jpg,0,No DR,1,Mild NPDR,0.5545,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/40497_right-600-ALL.jpg,2,Moderate NPDR,1,Mild NPDR,0.5536,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/38072_right-600-HB.jpg,1,Mild NPDR,2,Moderate NPDR,0.5531,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/6274_right-600-ALL.jpg,2,Moderate NPDR,1,Mild NPDR,0.552,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/2399d68d407f-600.jpg,0,No DR,1,Mild NPDR,0.5518,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/15409_left-600.jpg,0,No DR,1,Mild NPDR,0.5516,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/35748_right-600.jpg,1,Mild NPDR,2,Moderate NPDR,0.5504,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/b71428739d4e-GF-600.jpg,1,Mild NPDR,2,Moderate NPDR,0.5484,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/38822_left-600-FA.jpg,1,Mild NPDR,2,Moderate NPDR,0.5467,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/17470_right-600.jpg,0,No DR,1,Mild NPDR,0.5459,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/354b8911d6ed-600-ALL.jpg,2,Moderate NPDR,3,Severe NPDR,0.5453,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/26774_left-600-FA.jpg,1,Mild NPDR,0,No DR,0.5448,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/14967_left-600-HB.jpg,1,Mild NPDR,0,No DR,0.5444,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/3f73c91b7e32-600-HB.jpg,1,Mild NPDR,0,No DR,0.5437,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/40762_left-600.jpg,0,No DR,1,Mild NPDR,0.5436,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/20062_right-600-HB.jpg,1,Mild NPDR,0,No DR,0.541,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/3/29365_right-600-HBF.jpg,3,Severe NPDR,2,Moderate NPDR,0.5408,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/22756_right-600.jpg,0,No DR,1,Mild NPDR,0.5406,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/10508_left-600.jpg,0,No DR,1,Mild NPDR,0.5358,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/17326_left-600-FA.jpg,1,Mild NPDR,0,No DR,0.5357,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/43801_left-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.5357,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/1/a19ecd0a706e-GF-600.jpg,1,Mild NPDR,2,Moderate NPDR,0.5351,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/16855_right-600.jpg,0,No DR,1,Mild NPDR,0.5324,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/31929_right-600.jpg,0,No DR,1,Mild NPDR,0.5317,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/41865_left-600.jpg,0,No DR,1,Mild NPDR,0.5317,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/3377_left-600.jpg,0,No DR,1,Mild NPDR,0.5289,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/4488_right-600.jpg,0,No DR,1,Mild NPDR,0.5271,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/41273_left-600.jpg,0,No DR,1,Mild NPDR,0.5261,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/19725_left-600-ALL.jpg,2,Moderate NPDR,1,Mild NPDR,0.5255,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/3/13190_right-600.jpg,3,Severe NPDR,2,Moderate NPDR,0.5255,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/35202_right-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.5231,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/3/14109_left-600-HFF.jpg,3,Severe NPDR,4,Proliferative DR,0.5223,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/26557_right-600-FA.jpg,1,Mild NPDR,0,No DR,0.5221,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/38193_left-600.jpg,0,No DR,1,Mild NPDR,0.521,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/35748_right-600-HFF.jpg,1,Mild NPDR,0,No DR,0.521,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/17199_left-600.jpg,0,No DR,1,Mild NPDR,0.5208,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/15621_right-600.jpg,0,No DR,1,Mild NPDR,0.5199,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/34697_right-600.jpg,0,No DR,1,Mild NPDR,0.5195,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/32963_right-600.jpg,0,No DR,1,Mild NPDR,0.5185,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/c70d09370109-GF-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.5179,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/39978_right-600-HB.jpg,1,Mild NPDR,2,Moderate NPDR,0.5173,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/8263_right-600.jpg,0,No DR,1,Mild NPDR,0.5168,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/1/30927_left-600-RB.jpg,1,Mild NPDR,0,No DR,0.5155,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/26051_right-600-HFF.jpg,1,Mild NPDR,2,Moderate NPDR,0.5152,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/41750_right-600.jpg,0,No DR,1,Mild NPDR,0.5141,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/713_left-600-HFF.jpg,1,Mild NPDR,2,Moderate NPDR,0.5141,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/2/32242_right-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.5138,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/2/2390_right-600-ALL.jpg,2,Moderate NPDR,1,Mild NPDR,0.5126,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/27985_left-600-ALL.jpg,2,Moderate NPDR,1,Mild NPDR,0.5115,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/1/38179_right-600-FA.jpg,1,Mild NPDR,2,Moderate NPDR,0.5112,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/23772_right-600.jpg,0,No DR,1,Mild NPDR,0.5103,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/3/762d6e5d5068-GF-600-FF.jpg,3,Severe NPDR,2,Moderate NPDR,0.509,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/11738_left-600-HB.jpg,1,Mild NPDR,0,No DR,0.5084,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/5326_left-600.jpg,0,No DR,1,Mild NPDR,0.507,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/2/6465_right-600-ALL.jpg,2,Moderate NPDR,1,Mild NPDR,0.5068,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/21480_left-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.5067,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/GF-2221cf5c7935-600.jpg,0,No DR,1,Mild NPDR,0.5063,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/2988_left-600.jpg,0,No DR,1,Mild NPDR,0.5063,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/2/d990a3f0cbdb-GF-600-ALL.jpg,2,Moderate NPDR,3,Severe NPDR,0.5059,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/713_left-600-HFF.jpg,1,Mild NPDR,0,No DR,0.5049,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/10806_left-600-ALL.jpg,2,Moderate NPDR,3,Severe NPDR,0.5045,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/1/5010_right-600-FS.jpg,1,Mild NPDR,2,Moderate NPDR,0.5044,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/1/17702_right-600-RB.jpg,1,Mild NPDR,0,No DR,0.5043,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/2/38502_left-600-HBF.jpg,2,Moderate NPDR,3,Severe NPDR,0.5043,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/34133_right-600.jpg,0,No DR,1,Mild NPDR,0.5041,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/4da2961e62fe-600-FA.jpg,1,Mild NPDR,0,No DR,0.5021,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/20219_left-600.jpg,0,No DR,1,Mild NPDR,0.4997,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/15257_right-600-ALL.jpg,2,Moderate NPDR,1,Mild NPDR,0.4995,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/3/4d9fc85a8259-GF-600-FA.jpg,3,Severe NPDR,4,Proliferative DR,0.4995,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/1/32494_right-600-FSF.jpg,1,Mild NPDR,2,Moderate NPDR,0.4994,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/1/5695_left-600.jpg,1,Mild NPDR,0,No DR,0.4992,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/2/20183_right-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.4992,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/1/e26d8718ca58-GF-600-T.jpg,1,Mild NPDR,2,Moderate NPDR,0.4991,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/3/32726_left-600-FF.jpg,3,Severe NPDR,4,Proliferative DR,0.499,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/11285_left-600-ALL.jpg,2,Moderate NPDR,3,Severe NPDR,0.4989,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/3/299086c6d1b5-GF-600-HF.jpg,3,Severe NPDR,2,Moderate NPDR,0.4989,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/8221_left-600.jpg,0,No DR,1,Mild NPDR,0.4981,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/2/36029_left-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.4973,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/26720_right-600.jpg,0,No DR,1,Mild NPDR,0.497,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/1/10853_right-600-RB.jpg,1,Mild NPDR,0,No DR,0.4965,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/2/2907_left-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.4964,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/0024cdab0c1e-600-HB.jpg,1,Mild NPDR,0,No DR,0.4954,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/37584_left-600.jpg,0,No DR,1,Mild NPDR,0.4945,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/9321_right-600.jpg,1,Mild NPDR,2,Moderate NPDR,0.4941,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/1/3139_left-600-FA.jpg,1,Mild NPDR,0,No DR,0.4938,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/43390_left-600.jpg,0,No DR,1,Mild NPDR,0.493,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/5cab3ef4b31c-GF-600-FS.jpg,1,Mild NPDR,2,Moderate NPDR,0.4927,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/18752_right-600.jpg,0,No DR,1,Mild NPDR,0.4921,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/12141_right-600.jpg,0,No DR,1,Mild NPDR,0.4906,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/10145_left-600.jpg,0,No DR,1,Mild NPDR,0.4901,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/32539_right-600-ALL.jpg,2,Moderate NPDR,3,Severe NPDR,0.4892,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/2422_right-600-ALL.jpg,2,Moderate NPDR,1,Mild NPDR,0.4888,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/3/42172_left-600-S.jpg,3,Severe NPDR,4,Proliferative DR,0.4879,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/3500_right-600-ALL.jpg,2,Moderate NPDR,3,Severe NPDR,0.4867,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/111898ab463d-GF-600.jpg,1,Mild NPDR,2,Moderate NPDR,0.4866,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/25821_left-600.jpg,0,No DR,1,Mild NPDR,0.4853,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/1/5114_right-600.jpg,1,Mild NPDR,0,No DR,0.4852,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/1/38634_left-600.jpg,1,Mild NPDR,2,Moderate NPDR,0.4849,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/2/6274_left-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.484,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/4/30062_right-600-FA.jpg,4,Proliferative DR,3,Severe NPDR,0.483,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/10787_left-600-FA.jpg,1,Mild NPDR,0,No DR,0.4827,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/8761_left-600.jpg,0,No DR,1,Mild NPDR,0.4824,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/16280_left-600-FA.jpg,1,Mild NPDR,2,Moderate NPDR,0.4806,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/32461_right-600.jpg,0,No DR,1,Mild NPDR,0.4799,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/41582_right-600.jpg,0,No DR,1,Mild NPDR,0.4796,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/7952_left-600.jpg,0,No DR,1,Mild NPDR,0.4795,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/64_left-600.jpg,0,No DR,1,Mild NPDR,0.4792,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/30734_right-600.jpg,0,No DR,1,Mild NPDR,0.479,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/42987_right-600-FA.jpg,1,Mild NPDR,2,Moderate NPDR,0.4781,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/28309_right-600.jpg,0,No DR,1,Mild NPDR,0.4775,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/2/2424_right-600-HBF.jpg,2,Moderate NPDR,3,Severe NPDR,0.4773,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/7949_left-600.jpg,0,No DR,1,Mild NPDR,0.4762,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/14214_left-600.jpg,0,No DR,1,Mild NPDR,0.4761,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/1/19718_left-600-T.jpg,1,Mild NPDR,2,Moderate NPDR,0.4759,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/2/24705_right-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.4758,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/29894_left-600-HB.jpg,1,Mild NPDR,2,Moderate NPDR,0.4756,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/30525_left-600.jpg,0,No DR,1,Mild NPDR,0.4753,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/41251_left-600.jpg,0,No DR,1,Mild NPDR,0.4751,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/20801_left-600.jpg,0,No DR,1,Mild NPDR,0.4745,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/4/97da093947e8-GF-600.jpg,4,Proliferative DR,3,Severe NPDR,0.4745,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/16199_left-600-HB.jpg,1,Mild NPDR,2,Moderate NPDR,0.4734,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/26010_right-600.jpg,0,No DR,1,Mild NPDR,0.4733,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/2773_right-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.4721,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/10002_right-600.jpg,0,No DR,1,Mild NPDR,0.4718,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/7159_right-600.jpg,0,No DR,1,Mild NPDR,0.4716,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/1/38179_right-600-T.jpg,1,Mild NPDR,0,No DR,0.4716,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/40459_right-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.4711,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/1365_left-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.4698,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/12676_right-600.jpg,1,Mild NPDR,2,Moderate NPDR,0.4696,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/3/11211_left-600-HF.jpg,3,Severe NPDR,2,Moderate NPDR,0.4695,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/1014_right-600.jpg,0,No DR,1,Mild NPDR,0.4691,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/18746_right-600.jpg,0,No DR,1,Mild NPDR,0.469,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/32811_left-600.jpg,0,No DR,1,Mild NPDR,0.468,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/6494_left-600.jpg,0,No DR,1,Mild NPDR,0.4672,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/13710_right-600.jpg,0,No DR,1,Mild NPDR,0.4671,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/35598_left-600.jpg,0,No DR,1,Mild NPDR,0.4667,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/6307_left-600.jpg,0,No DR,1,Mild NPDR,0.4665,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/8664_right-600.jpg,0,No DR,1,Mild NPDR,0.4655,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
